,Event ID,Egress Event Time (MM-DD-YYYY),Device ID,Tag Number,Description,Manufacturer,Model Number,Last Seen Time,Last Location,Previous Egress Location,Status,Returned At,Unable to locate,Zone ID,Zone Category,Department ,Organization Id
146,,,ac233ff5a957,B64990,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
147,,,ac233ff5ac92,,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
148,,,ac233ff5ab0a,B65085,UNKNOWN,UNKNOWN,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
149,,,ac233ff5afb7,B59087,"Monitors,VitalSigns","WelchAllyn,Inc.",VSM6000,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
150,,,ac233ff5a945,B63618,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-04-23T16:06:15+00:00,N,,,Hospital,max
151,,,ac233ff5a91e,B62533,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-21T10:41:41+00:00,N,,,Hospital,max
152,,,ac233ff5ae57,Arctic Sun temp management system,UNKNOWN,UNKNOWN,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
153,,,ac233ff5a90e,B63390,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,Trash,Unable To Locate,2024-05-07T13:42:43+00:00,N,,,Hospital,max
154,,,ac233ff5a6c2,B62597,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
155,,,ac233ff5ad48,B62521,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-12T16:23:24+00:00,N,,,Hospital,max
156,,,ac233ff5a840,b64761,UNKNOWN,UNKNOWN,,7-24-24 9:00 PM,OR Outside storage,,In Hospital,,N,FL03NP2,Non-Productive,Hospital,max
157,,,ac233ff5acac,B63477,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-12T16:23:42+00:00,N,,,Hospital,max
158,,,ac233ff5a927,B63341,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-22T14:20:51+00:00,N,,,Hospital,max
159,18042024191330B63412,04-18-2024 19:13:30,ac233ff5a92f,B63412,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,NotInZone,,In Hospital,2024-05-01T13:58:49+00:00,N,,,Hospital,max
160,,,ac233ff5ae48,B62612,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,Shipping,Unable To Locate,2024-05-14T08:04:40+00:00,N,,,Hospital,max
161,,,ac233ff5aaf9,B65084,UNKNOWN,UNKNOWN,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
162,,,ac233ff5ad81,B62727,"Monitors, Vital Signs",Masimo Corporation,ROOT,7-24-24 9:00 PM,,98 Exit,Unable To Locate,2024-06-12T13:10:46+00:00,N,,,Hospital,max
163,,,ac233ff5ad1e,,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
164,,,ac233ff5a94d,B63507,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-05-22T12:40:28+00:00,N,,,Hospital,max
165,,,ac233ff5aae9,B65083,UNKNOWN,UNKNOWN,,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
166,,,ac233ff5ad69,B59751,"Monitors, Vital Signs","Welch Allyn, Inc.",420NTB,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
167,,,ac233ff5af63,B61521,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,,,Unable To Locate,2024-07-15T12:34:06+00:00,N,,,Hospital,max
168,,,ac233ff5a727,B63316,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-12T12:56:29+00:00,N,,,Hospital,max
169,,,ac233ff5b02c,B63644,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,98 Exit,Unable To Locate,2024-05-10T16:47:07+00:00,N,,,Hospital,max
170,,,ac233ff5aba4,B59110,"Monitors, Vital Signs","Welch Allyn, Inc.",VSM 6000,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
171,,,ac233ff5aee4,B63457,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,OR Outside storage,,In Hospital,,N,FL03NP2,Non-Productive,Hospital,max
172,,,ac233ff5ad38,B63632,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
173,,,ac233ff5ae40,B63430,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-04T21:55:48+00:00,N,,,Hospital,max
174,,,ac233ff5af00,,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-07-22T14:21:12+00:00,N,,,Hospital,max
175,,,ac233ff5b01a,B65051,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
176,,,ac233ff5b03a,B61655,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,,,Unable To Locate,2024-07-15T13:09:05+00:00,N,,,Hospital,max
177,,,ac233ff5af1c,B63381,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-07T03:00:50+00:00,N,,,Hospital,max
178,,07-21-2024 21:19:30,ac233ff5ab0c,,,,,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:20:19+00:00,N,FL03NP1,Non-Productive,Hospital,max
179,210720242118003620881,07-21-2024 21:18:00,ac233ff5ab25,3620881,UNKNOWN,UNKNOWN,,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:21:20+00:00,N,FL03NP1,Non-Productive,Hospital,max
180,,,ac233ff5ad0b,B63408,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-12T12:55:44+00:00,N,,,Hospital,max
181,,,ac233ff5ad99,,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
182,,,ac233ff5af99,,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
183,,,ac233ff5a889,B63472,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-12T17:01:37+00:00,N,,,Hospital,max
184,,07-21-2024 21:27:30,ac233ff5ab50,,,,,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:21:16+00:00,N,FL03NP1,Non-Productive,Hospital,max
185,,,ac233ff5b019,B65117,"PhysiologicMonitorModule,Multi",Mindray,Benevision N1,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
186,21072024212830B62688,07-21-2024 21:28:30,ac233ff5a944,B62688,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:22:16+00:00,N,FL03NP1,Non-Productive,Hospital,max
187,,,ac233ff5ad29,64758,UNKNOWN,UNKNOWN,,7-24-24 9:00 PM,OR Outside storage,,In Hospital,,N,FL03NP2,Non-Productive,Hospital,max
188,,,ac233ff5aeaf,B61819,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,,,Unable To Locate,2024-07-15T13:09:52+00:00,N,,,Hospital,max
189,,,ac233ff5af20,B63429,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-04-24T08:24:24+00:00,N,,,Hospital,max
190,,,ac233ff5ad01,26479,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
191,,,ac233ff5acc2,B64351,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
192,,,ac233ff5a9bd,B62843,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 9:00 PM,,,Unable To Locate,2024-04-16T17:39:16+00:00,N,,,Hospital,max
193,,,ac233ff5ad13,,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
194,21072024212800B63468,07-21-2024 21:28:00,ac233ff5ae46,B63468,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Egress,,N,FL03NP1,Non-Productive,Hospital,max
195,,,ac233ff5af22,B62545,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-17T14:04:00+00:00,N,,,Hospital,max
196,21072024212000B63660,07-21-2024 21:20:00,ac233ff5ae22,B63660,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:21:22+00:00,N,FL03NP1,Non-Productive,Hospital,max
197,,,ac233ff5af7e,B61834,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
198,,,ac233ff5afbf,B62010,"Monitors,VitalSigns","WelchAllyn,Inc.",64MTXX,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
199,,,ac233ff5acf5,B63495,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-24T03:18:05+00:00,N,,,Hospital,max
200,27062024203730B64354,06-27-2024 20:37:30,ac233ff5af7b,B64354,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,OR Outside storage,,In Hospital,2024-06-28T15:36:01+00:00,N,FL03NP2,Non-Productive,Hospital,max
201,,,ac233ff5afb3,B63494,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,98 Exit,Unable To Locate,2024-06-27T04:37:50+00:00,N,,,Hospital,max
202,,,ac233ff5af1b,B63317,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-02T19:36:39+00:00,N,,,Hospital,max
203,21072024212600B62684,07-21-2024 21:26:00,ac233ff5a86c,B62684,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:21:27+00:00,N,FL03NP1,Non-Productive,Hospital,max
204,21072024212030B63528,07-21-2024 21:20:30,ac233ff5add1,B63528,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:21:14+00:00,N,FL03NP1,Non-Productive,Hospital,max
205,,,ac233ff5a936,,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
206,,,ac233ff5a714,B64345,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,,,Unable To Locate,2024-06-27T19:41:25+00:00,N,,,Hospital,max
207,,,ac233ff5a8f2,,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-07-03T16:33:59+00:00,N,,,Hospital,max
208,,,ac233ff5adf8,B59424,Hypo/Hyperthermia,Medivance Inc.,Artic Sun 5000,7-24-24 9:00 PM,OR Outside storage,,In Hospital,,N,FL03NP2,Non-Productive,Hospital,max
209,,,ac233ff5ab51,B64348,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
210,21072024211900B63567,07-21-2024 21:19:00,ac233ff5ad06,B63567,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:20:47+00:00,N,FL03NP1,Non-Productive,Hospital,max
211,,,ac233ff5a926,B58905,"Monitors,VitalSigns","WelchAllyn,Inc.",42MTB,7-24-24 9:00 PM,OR Outside storage,,In Hospital,,N,FL03NP2,Non-Productive,Hospital,max
212,,,ac233ff5ab6d,B59418,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
213,,,ac233ff5ada2,B60790,"Monitors, Vital Signs","Welch Allyn, Inc.",45MTO,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
214,,,ac233ff5ae2c,B62588,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-19T15:00:48+00:00,N,,,Hospital,max
215,,,ac233ff5aa3c,,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-05-22T12:40:08+00:00,N,,,Hospital,max
216,21072024212430B63359,07-21-2024 21:24:30,ac233ff5a6cb,B63359,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:21:25+00:00,N,FL03NP1,Non-Productive,Hospital,max
217,,,ac233ff5acce,B62642,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-05-22T12:40:32+00:00,N,,,Hospital,max
218,,,ac233ff5adbd,,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-07-06T08:30:28+00:00,N,,,Hospital,max
219,21072024212000B63590,07-21-2024 21:20:00,ac233ff5afd9,B63590,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:21:45+00:00,N,FL03NP1,Non-Productive,Hospital,max
220,,,ac233ff5aea6,,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
221,,,ac233ff5af90,,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
222,,,ac233ff5af07,B63556,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
223,,,ac233ff5a791,B63386,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,98 Exit,Unable To Locate,2024-07-24T02:07:50+00:00,N,,,Hospital,max
224,,,ac233ff5a78e,b14965,UNKNOWN,UNKNOWN,,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
225,21072024211930B63396,07-21-2024 21:19:30,ac233ff5b025,B63396,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:21:07+00:00,N,FL03NP1,Non-Productive,Hospital,max
226,03072024200700B63525,07-03-2024 20:07:00,ac233ff5aff4,B63525,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,NotInZone,Freight,In Hospital,2024-07-09T14:22:54+00:00,N,,,Hospital,max
227,,,ac233ff5aee2,B59187,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,,,Unable To Locate,2024-06-21T15:55:57+00:00,N,,,Hospital,max
228,21072024212600B63360,07-21-2024 21:26:00,ac233ff5af28,B63360,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,98 Exit,Returned,2024-07-22T14:20:56+00:00,N,FL03NP1,Non-Productive,Hospital,max
229,,,ac233ff5ad6f,n1-60,UNKNOWN,UNKNOWN,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
230,,,ac233ff5a84c,B61664,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,,,Unable To Locate,2024-07-15T13:09:17+00:00,N,,,Hospital,max
231,,,ac233ff5af78,B63656,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
232,,,ac233ff5ab04,B65086,UNKNOWN,UNKNOWN,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
233,,,ac233ff5a85e,B62591,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-20T16:24:05+00:00,N,,,Hospital,max
234,,,ac233ff5a725,B62541,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-12T12:55:37+00:00,N,,,Hospital,max
235,,,ac233ff5af26,,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-07-23T18:49:29+00:00,N,,,Hospital,max
236,16072024135730B63439,07-16-2024 13:57:30,ac233ff5a962,B63439,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,OR 1 - Refined,Freight,In Hospital,2024-07-16T16:28:14+00:00,N,,,Hospital,max
237,,,ac233ff5a946,B63466,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,Trash,Unable To Locate,2024-05-07T13:42:21+00:00,N,,,Hospital,max
238,,,ac233ff5af64,,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-06-20T22:22:10+00:00,N,,,Hospital,max
239,,,ac233ff5a70c,B63373,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-20T16:23:48+00:00,N,,,Hospital,max
240,,,ac233ff5a783,B63327,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,98 Exit,Unable To Locate,2024-06-16T12:29:54+00:00,N,,,Hospital,max
241,,,ac233ff5ab19,B63656,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-03-20T20:47:04+00:00,N,,,Hospital,max
242,,,ac233ff5ae6f,B62531,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-23T14:49:24+00:00,N,,,Hospital,max
243,,,ac233ff5ab4c,,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-07-23T21:39:18+00:00,N,,,Hospital,max
244,,,ac233ff5acf2,B62565,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-16T12:29:50+00:00,N,,,Hospital,max
245,21072024212730B63364,07-21-2024 21:27:30,ac233ff5afa1,B63364,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,Security,,Returned,2024-07-22T14:21:07+00:00,N,,,Hospital,max
246,,,ac233ff5abad,B61534,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,,,Unable To Locate,2024-06-06T14:42:42+00:00,N,,,Hospital,max
247,,,ac233ff5ad4e,B63356,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
248,,,ac233ff5b034,B61700,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,OR Recovery - Refined,,In Hospital,,N,,,Hospital,max
249,,,ac233ff5a8e5,B63313,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-23T20:19:54+00:00,N,,,Hospital,max
250,2107202421260010811,07-21-2024 21:26:00,ac233ff5acf9,10811,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:21:11+00:00,N,FL03NP1,Non-Productive,Hospital,max
251,,,ac233ff5acc1,B63658,Infusion Pumps,Infusion Pumps,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-03-19T21:43:41+00:00,N,,,Hospital,max
252,21052024193900B63261,05-21-2024 19:39:00,ac233ff5ae08,B63261,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,ICU 2 - Refined,,In Hospital,2024-05-22T03:37:31+00:00,N,,,Hospital,max
253,,,ac233ff5acfb,B63574,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-07T18:51:13+00:00,N,,,Hospital,max
254,,,ac233ff5af2e,b663356,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
255,,,ac233ff5ad70,65332,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-07-01T23:15:12+00:00,N,,,Hospital,max
256,,,ac233ff5ac28,B63592,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-05-17T14:36:23+00:00,N,,,Hospital,max
257,,,ac233ff5a6c6,B63437,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-07T03:09:18+00:00,N,,,Hospital,max
258,,,ac233ff5a90f,B62397,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,OR Recovery - Refined,,In Hospital,,N,,,Hospital,max
259,,,ac233ff5ad46,B63384,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
260,,,ac233ff5a94a,B63276,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-05-22T12:40:44+00:00,N,,,Hospital,max
261,21072024212530B62682,07-21-2024 21:25:30,ac233ff5a6b9,B62682,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:20:31+00:00,N,FL03NP1,Non-Productive,Hospital,max
262,,,ac233ff5aafb,,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
263,,,ac233ff5adb8,65327,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-07-23T08:38:06+00:00,N,,,Hospital,max
264,,,ac233ff5af92,B62745,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
265,,,ac233ff5a6d1,B63625,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-18T16:54:59+00:00,N,,,Hospital,max
266,,,ac233ff5a745,B63612,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-16T12:29:49+00:00,N,,,Hospital,max
267,,,ac233ff5ad23,B63262,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-18T05:13:36+00:00,N,,,Hospital,max
268,21072024212730B63562,07-21-2024 21:27:30,ac233ff5aacf,B63562,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:21:28+00:00,N,FL03NP1,Non-Productive,Hospital,max
269,,,ac233ff5ab42,B63506,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-13T03:03:38+00:00,N,,,Hospital,max
270,,,ac233ff5afe6,,,,,7-24-24 9:00 PM,,Freight,Unable To Locate,2024-07-10T04:30:25+00:00,N,,,Hospital,max
271,,,ac233ff5af02,B62782,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
272,,,ac233ff5a734,,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-07-17T14:53:18+00:00,N,,,Hospital,max
273,,,ac233ff5a785,,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
274,,,ac233ff5a7ba,,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-07-09T14:22:51+00:00,N,,,Hospital,max
275,,,ac233ff5aafa,,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
276,,,ac233ff5b033,B64909,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
277,,,ac233ff5a88a,B61570,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
278,,,ac233ff5af04,,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
279,,,ac233ff5a741,B61703,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
280,,,ac233ff5a847,B62398,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
281,,,ac233ff5a924,B63294,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-29T22:14:27+00:00,N,,,Hospital,max
282,,,ac233ff5a88b,B63355,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-12T12:55:52+00:00,N,,,Hospital,max
283,03072024200700B63274,07-03-2024 20:07:00,ac233ff5a781,B63274,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,OR Recovery - Refined,,In Hospital,2024-07-10T14:19:18+00:00,N,,,Hospital,max
284,,,ac233ff5b001,B61627,"Circulatory Assist,SCD",ZIMMER BIOMET,VP500DM,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
285,,,ac233ff5b004,B61572,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
286,,,ac233ff5aa3d,b65096,,,,7-24-24 9:00 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
287,,,ac233ff5a863,B63308,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
288,,,ac233ff5a88c,B63402,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-13T15:13:28+00:00,N,,,Hospital,max
289,,03-30-2024 13:11:00,ac233ff5aced,,,,,7-24-24 9:00 PM,Radiology 3 - Refined,,In Hospital,2024-04-01T15:29:51+00:00,N,,,Hospital,max
